iter,res_pri,res_dual,gap,ax_s_btau_nrm_inf,px_aty_ctau_nrm_inf,ax_s_btau_nrm_2,px_aty_ctau_nrm_2,res_infeas,res_unbdd_a,res_unbdd_p,pobj,dobj,tau,kap,res_pri_normalized,res_dual_normalized,gap_normalized,ax_s_btau_nrm_inf_normalized,px_aty_ctau_nrm_inf_normalized,ax_s_btau_nrm_2_normalized,px_aty_ctau_nrm_2_normalized,res_infeas_normalized,res_unbdd_a_normalized,res_unbdd_p_normalized,pobj_normalized,dobj_normalized,tau_normalized,kap_normalized,scale,diff_u_ut_nrm_2,diff_v_v_prev_nrm_2,diff_u_ut_nrm_inf,diff_v_v_prev_nrm_inf,aa_norm,accepted_accel_steps,rejected_accel_steps,time,
225,3.7022175119174699e-04,1.1531976091972743e-05,1.1192216611277672e-05,8.6471891425077274e-05,2.6934986432636254e-06,1.5038208025065834e-04,4.7991396324166946e-06,nan,2.0450554546686769e-01,0.0000000000000000e+00,-4.8916532775061761e+00,-4.8916644697227873e+00,2.3356783102754908e-01,0.0000000000000000e+00,3.7022175119174699e-04,1.1531976091972743e-05,1.1192216611277672e-05,8.6471891425077274e-05,2.6934986432636254e-06,1.5038208025065834e-04,4.7991396324166946e-06,nan,2.0450554546686769e-01,0.0000000000000000e+00,-4.8916532775061761e+00,-4.8916644697227873e+00,2.3356783102754908e-01,0.0000000000000000e+00,1.0000000000000001e-01,3.9723680537731053e-05,5.9585520806698054e-05,1.0423195619724268e-05,1.5634793429475380e-05,0.0000000000000000e+00,1,1,3.8893372000000002e-02,
226,3.2853902268291531e-04,1.7232749538982375e-05,1.5808832370289849e-05,7.6736740858757146e-05,4.0250470852987164e-06,1.4258638953194112e-04,6.1050504118830310e-06,nan,2.0449622203655402e-01,0.0000000000000000e+00,-4.8916724673958649e+00,-4.8916882762282352e+00,2.3356963879696721e-01,0.0000000000000000e+00,3.2853902268291531e-04,1.7232749538982375e-05,1.5808832370289849e-05,7.6736740858757146e-05,4.0250470852987164e-06,1.4258638953194112e-04,6.1050504118830310e-06,nan,2.0449622203655402e-01,0.0000000000000000e+00,-4.8916724673958649e+00,-4.8916882762282352e+00,2.3356963879696721e-01,0.0000000000000000e+00,1.0000000000000001e-01,4.8154766529376160e-05,7.2232149793992852e-05,1.7160980322561414e-05,2.5741470483842122e-05,0.0000000000000000e+00,1,1,3.9035382000000000e-02,
227,2.8373854196189904e-04,2.2420364460228228e-05,2.0172133003981685e-05,6.6273290774104820e-05,5.2367624181759442e-06,1.3361596498133441e-04,7.5676144950175437e-06,nan,2.0448662121073519e-01,0.0000000000000000e+00,-4.8916830481105764e+00,-4.8917032202435804e+00,2.3357169003499048e-01,0.0000000000000000e+00,2.8373854196189904e-04,2.2420364460228228e-05,2.0172133003981685e-05,6.6273290774104820e-05,5.2367624181759442e-06,1.3361596498133441e-04,7.5676144950175437e-06,nan,2.0448662121073519e-01,0.0000000000000000e+00,-4.8916830481105764e+00,-4.8917032202435804e+00,2.3357169003499048e-01,0.0000000000000000e+00,1.0000000000000001e-01,5.9928705923287523e-05,8.9893058884975158e-05,2.3337462803363351e-05,3.5006194205156049e-05,0.0000000000000000e+00,1,1,3.9151814000000000e-02,
228,2.6719452499462677e-04,2.7037283169372728e-05,2.4007508206302930e-05,6.2409679399138651e-05,6.3152049034620461e-06,1.2372122804637432e-04,8.9965924391819882e-06,nan,2.0447688512071893e-01,0.0000000000000000e+00,-4.8916854085391606e+00,-4.8917094160473669e+00,2.3357394542569199e-01,0.0000000000000000e+00,2.6719452499462677e-04,2.7037283169372728e-05,2.4007508206302930e-05,6.2409679399138651e-05,6.3152049034620461e-06,1.2372122804637432e-04,8.9965924391819882e-06,nan,2.0447688512071893e-01,0.0000000000000000e+00,-4.8916854085391606e+00,-4.8917094160473669e+00,2.3357394542569199e-01,0.0000000000000000e+00,1.0000000000000001e-01,7.2412132639881077e-05,1.0861819895973541e-04,2.8888602179977241e-05,4.3332903269854839e-05,0.0000000000000000e+00,1,1,3.9330227999999995e-02,
229,2.5082016135042951e-04,3.1060970400587770e-05,2.7293836870612154e-05,5.8585660655213311e-05,7.2551084478733596e-06,1.1319809084722789e-04,1.0307415139984920e-05,nan,2.0446717803598927e-01,0.0000000000000000e+00,-4.8916798649566502e+00,-4.8917071587935208e+00,2.3357636140486038e-01,0.0000000000000000e+00,2.5082016135042951e-04,3.1060970400587770e-05,2.7293836870612154e-05,5.8585660655213311e-05,7.2551084478733596e-06,1.1319809084722789e-04,1.0307415139984920e-05,nan,2.0446717803598927e-01,0.0000000000000000e+00,-4.8916798649566502e+00,-4.8917071587935208e+00,2.3357636140486038e-01,0.0000000000000000e+00,1.0000000000000001e-01,8.4340465719147812e-05,1.2651069857877136e-04,3.3758471086553499e-05,5.0637706629830248e-05,0.0000000000000000e+00,1,1,3.9452348999999998e-02,
230,2.1420241326837987e-05,6.4317927615389100e-07,7.2606041978673375e-07,5.0035292918901267e-06,1.5023950006298747e-07,8.8139336329345285e-06,2.3009968763354298e-07,nan,2.0445083889948718e-01,0.0000000000000000e+00,-4.8911597435403351e+00,-4.8911604696007549e+00,2.3358883849833534e-01,0.0000000000000000e+00,2.1420241326837987e-05,6.4317927615389100e-07,7.2606041978673375e-07,5.0035292918901267e-06,1.5023950006298747e-07,8.8139336329345285e-06,2.3009968763354298e-07,nan,2.0445083889948718e-01,0.0000000000000000e+00,-4.8911597435403351e+00,-4.8911604696007549e+00,2.3358883849833534e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.3473219484546913e-06,2.0209829227350835e-06,5.0222281153255999e-07,7.5333421731271777e-07,4.0700761136622027e-01,2,1,3.9662011999999996e-02,
231,2.0804378035328870e-05,8.6268988355819498e-07,3.2190589216440912e-07,4.8596707303462219e-06,2.0151473739682402e-07,8.6067405896182636e-06,3.7641747652658152e-07,nan,2.0445076327579018e-01,0.0000000000000000e+00,-4.8911605879716928e+00,-4.8911602660658007e+00,2.3358884952454681e-01,0.0000000000000000e+00,2.0804378035328870e-05,8.6268988355819498e-07,3.2190589216440912e-07,4.8596707303462219e-06,2.0151473739682402e-07,8.6067405896182636e-06,3.7641747652658152e-07,nan,2.0445076327579018e-01,0.0000000000000000e+00,-4.8911605879716928e+00,-4.8911602660658007e+00,2.3358884952454681e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.2582191864129448e-06,3.3873287796117802e-06,7.1775585808175890e-07,1.0766337870116161e-06,4.0700761136622027e-01,2,1,3.9778674999999999e-02,
232,2.0260743825001415e-05,8.5906650493320786e-07,2.7612296094048361e-07,4.7326841463879228e-06,2.0066836951826428e-07,8.2892679289760582e-06,3.9858055931454084e-07,nan,2.0445081243024024e-01,0.0000000000000000e+00,-4.8911596640415329e+00,-4.8911599401644938e+00,2.3358886461749104e-01,0.0000000000000000e+00,2.0260743825001415e-05,8.5906650493320786e-07,2.7612296094048361e-07,4.7326841463879228e-06,2.0066836951826428e-07,8.2892679289760582e-06,3.9858055931454084e-07,nan,2.0445081243024024e-01,0.0000000000000000e+00,-4.8911596640415329e+00,-4.8911599401644938e+00,2.3358886461749104e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.3670138584778630e-06,3.5505207878346064e-06,7.4735485974808391e-07,1.1210322896221259e-06,4.0700761136622027e-01,2,1,3.9963208000000000e-02,
233,1.9367392455821556e-05,9.4737476776401872e-07,2.2492384488259631e-07,4.5240076070277890e-06,2.2129621557714224e-07,7.9701597857910319e-06,4.5881755384003724e-07,nan,2.0445082680493759e-01,0.0000000000000000e+00,-4.8911592328016154e+00,-4.8911594577254602e+00,2.3358888489234583e-01,0.0000000000000000e+00,1.9367392455821556e-05,9.4737476776401872e-07,2.2492384488259631e-07,4.5240076070277890e-06,2.2129621557714224e-07,7.9701597857910319e-06,4.5881755384003724e-07,nan,2.0445082680493759e-01,0.0000000000000000e+00,-4.8911592328016154e+00,-4.8911594577254602e+00,2.3358888489234583e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.8962582831981901e-06,4.3443874248766998e-06,9.5335284408526455e-07,1.4300292661278968e-06,4.0700761136622027e-01,2,1,4.0078777000000003e-02,
234,1.8214052903144788e-05,1.0829467920185476e-06,3.6737662689745321e-08,4.2546005504508921e-06,2.5296434801919467e-07,7.5933528945805983e-06,4.9112432380194113e-07,nan,2.0445081976227208e-01,0.0000000000000000e+00,-4.8911590901423780e+00,-4.8911590534047154e+00,2.3358889825758136e-01,0.0000000000000000e+00,1.8214052903144788e-05,1.0829467920185476e-06,3.6737662689745321e-08,4.2546005504508921e-06,2.5296434801919467e-07,7.5933528945805983e-06,4.9112432380194113e-07,nan,2.0445081976227208e-01,0.0000000000000000e+00,-4.8911590901423780e+00,-4.8911590534047154e+00,2.3358889825758136e-01,0.0000000000000000e+00,1.0000000000000001e-01,3.3490194030519200e-06,5.0235291046060165e-06,1.1649836942351222e-06,1.7474755413526832e-06,4.0700761136622027e-01,2,1,4.0252093000000003e-02,
235,1.7334447256750055e-05,1.1984802020281694e-06,3.2174121411543410e-07,4.0491347374259339e-06,2.7995169077340048e-07,7.1747082343138063e-06,5.4701892102012438e-07,nan,2.0445085124433532e-01,0.0000000000000000e+00,-4.8911581397688231e+00,-4.8911584615100372e+00,2.3358891561132392e-01,0.0000000000000000e+00,1.7334447256750055e-05,1.1984802020281694e-06,3.2174121411543410e-07,4.0491347374259339e-06,2.7995169077340048e-07,7.1747082343138063e-06,5.4701892102012438e-07,nan,2.0445085124433532e-01,0.0000000000000000e+00,-4.8911581397688231e+00,-4.8911584615100372e+00,2.3358891561132392e-01,0.0000000000000000e+00,1.0000000000000001e-01,3.7583857113255849e-06,5.6375785670633605e-06,1.3147322222156754e-06,1.9720983333165742e-06,4.0700761136622027e-01,2,1,4.0381210000000001e-02,
236,1.6021492537402717e-05,1.2886372710454347e-06,1.0728960297967660e-07,3.7424433240167653e-06,3.0101140332865527e-07,6.7356020548638613e-06,5.8292273676470617e-07,nan,2.0445086571538273e-01,0.0000000000000000e+00,-4.8911577075653527e+00,-4.8911578148549557e+00,2.3358893157300448e-01,0.0000000000000000e+00,1.6021492537402717e-05,1.2886372710454347e-06,1.0728960297967660e-07,3.7424433240167653e-06,3.0101140332865527e-07,6.7356020548638613e-06,5.8292273676470617e-07,nan,2.0445086571538273e-01,0.0000000000000000e+00,-4.8911577075653527e+00,-4.8911578148549557e+00,2.3358893157300448e-01,0.0000000000000000e+00,1.0000000000000001e-01,4.0592178501128580e-06,6.0888267751392305e-06,1.4422607947234267e-06,2.1633911920782012e-06,4.0700761136622027e-01,2,1,4.0536211000000003e-02,
237,1.4928998870443828e-05,1.3548223876031172e-06,2.9257935096893561e-07,3.4872491323505558e-06,3.1647153547661965e-07,6.2794064162880369e-06,6.1330666902897537e-07,nan,2.0445091126972517e-01,0.0000000000000000e+00,-4.8911567617249121e+00,-4.8911570543042631e+00,2.3358894743133451e-01,0.0000000000000000e+00,1.4928998870443828e-05,1.3548223876031172e-06,2.9257935096893561e-07,3.4872491323505558e-06,3.1647153547661965e-07,6.2794064162880369e-06,6.1330666902897537e-07,nan,2.0445091126972517e-01,0.0000000000000000e+00,-4.8911567617249121e+00,-4.8911570543042631e+00,2.3358894743133451e-01,0.0000000000000000e+00,1.0000000000000001e-01,4.2905100620183536e-06,6.4357650929624567e-06,1.5364442198101402e-06,2.3046663297221492e-06,4.0700761136622027e-01,2,1,4.0653077000000003e-02,
238,1.3629821438893866e-05,1.3971292376999859e-06,2.1091045976362466e-07,3.1837758445056867e-06,3.2635396865498850e-07,5.8087339771735535e-06,6.3250755715791200e-07,nan,2.0445095560112564e-01,0.0000000000000000e+00,-4.8911560098018878e+00,-4.8911562207123476e+00,2.3358896217235164e-01,0.0000000000000000e+00,1.3629821438893866e-05,1.3971292376999859e-06,2.1091045976362466e-07,3.1837758445056867e-06,3.2635396865498850e-07,5.8087339771735535e-06,6.3250755715791200e-07,nan,2.0445095560112564e-01,0.0000000000000000e+00,-4.8911560098018878e+00,-4.8911562207123476e+00,2.3358896217235164e-01,0.0000000000000000e+00,1.0000000000000001e-01,4.4511016007540452e-06,6.6766524011792995e-06,1.6053025376494556e-06,2.4079538064741834e-06,4.0700761136622027e-01,2,1,4.0820236999999995e-02,
239,1.2362058160034825e-05,1.4163846149428061e-06,1.9863898703675886e-07,2.8876404764676054e-06,3.3085182834500662e-07,5.3356436539372141e-06,6.4191944782268464e-07,nan,2.0445101353045173e-01,0.0000000000000000e+00,-4.8911551546148893e+00,-4.8911553532538763e+00,2.3358897354188396e-01,0.0000000000000000e+00,1.2362058160034825e-05,1.4163846149428061e-06,1.9863898703675886e-07,2.8876404764676054e-06,3.3085182834500662e-07,5.3356436539372141e-06,6.4191944782268464e-07,nan,2.0445101353045173e-01,0.0000000000000000e+00,-4.8911551546148893e+00,-4.8911553532538763e+00,2.3358897354188396e-01,0.0000000000000000e+00,1.0000000000000001e-01,4.5544722718037022e-06,6.8317084077697258e-06,1.6449914493898987e-06,2.4674871740848481e-06,4.0700761136622027e-01,2,1,4.0929528000000000e-02,
240,6.0572307054679291e-06,1.9061714788162765e-07,3.0515072246828367e-07,1.4148876204480686e-06,4.4525601862806858e-08,2.5713492584684740e-06,9.3299091197801178e-08,nan,2.0445109366350803e-01,0.0000000000000000e+00,-4.8911589035756586e+00,-4.8911585984249362e+00,2.3358654957137984e-01,0.0000000000000000e+00,6.0572307054679291e-06,1.9061714788162765e-07,3.0515072246828367e-07,1.4148876204480686e-06,4.4525601862806858e-08,2.5713492584684740e-06,9.3299091197801178e-08,nan,2.0445109366350803e-01,0.0000000000000000e+00,-4.8911589035756586e+00,-4.8911585984249362e+00,2.3358654957137984e-01,0.0000000000000000e+00,1.0000000000000001e-01,5.2351758955749401e-07,7.8527638433941893e-07,1.5789173772595699e-07,2.3683760658199660e-07,3.5904640187214154e-01,3,1,4.1104536000000004e-02,
241,6.0156667288376320e-06,2.4254954770774956e-07,7.7461725922489677e-07,1.4051787441688718e-06,5.6656308304592340e-08,2.5405571422752154e-06,1.1201345749403632e-07,nan,2.0445094374282546e-01,0.0000000000000000e+00,-4.8911604215317617e+00,-4.8911596469145024e+00,2.3358653454533795e-01,0.0000000000000000e+00,6.0156667288376320e-06,2.4254954770774956e-07,7.7461725922489677e-07,1.4051787441688718e-06,5.6656308304592340e-08,2.5405571422752154e-06,1.1201345749403632e-07,nan,2.0445094374282546e-01,0.0000000000000000e+00,-4.8911604215317617e+00,-4.8911596469145024e+00,2.3358653454533795e-01,0.0000000000000000e+00,1.0000000000000001e-01,9.3005512628833844e-07,1.3950826894540725e-06,5.1496417807772588e-07,7.7244626711658881e-07,3.5904640187214154e-01,3,1,4.1212519000000003e-02,
242,5.3891100298148182e-06,2.9435527717788731e-07,3.4540040161346042e-08,1.2588235197977581e-06,6.8757428228060407e-08,2.3720859739978577e-06,1.3769986991524141e-07,nan,2.0445090005646085e-01,0.0000000000000000e+00,-4.8911604191991920e+00,-4.8911603846591518e+00,2.3358653151140321e-01,0.0000000000000000e+00,5.3891100298148182e-06,2.9435527717788731e-07,3.4540040161346042e-08,1.2588235197977581e-06,6.8757428228060407e-08,2.3720859739978577e-06,1.3769986991524141e-07,nan,2.0445090005646085e-01,0.0000000000000000e+00,-4.8911604191991920e+00,-4.8911603846591518e+00,2.3358653151140321e-01,0.0000000000000000e+00,1.0000000000000001e-01,9.3205619749880560e-07,1.3980842962731908e-06,3.8831556292695524e-07,5.8247334439043286e-07,3.5904640187214154e-01,3,1,4.1383848000000001e-02,
243,5.3175880209860241e-06,3.3169702851732209e-07,3.4309973884205647e-07,1.2421169535442988e-06,7.7479959134787466e-08,2.2030374347925348e-06,1.4835791205352632e-07,nan,2.0445080453297346e-01,0.0000000000000000e+00,-4.8911614005421979e+00,-4.8911610574424591e+00,2.3358653371458002e-01,0.0000000000000000e+00,5.3175880209860241e-06,3.3169702851732209e-07,3.4309973884205647e-07,1.2421169535442988e-06,7.7479959134787466e-08,2.2030374347925348e-06,1.4835791205352632e-07,nan,2.0445080453297346e-01,0.0000000000000000e+00,-4.8911614005421979e+00,-4.8911610574424591e+00,2.3358653371458002e-01,0.0000000000000000e+00,1.0000000000000001e-01,9.7987960095342414e-07,1.4698194014305251e-06,3.5514726548502296e-07,5.3272089822753443e-07,3.5904640187214154e-01,3,1,4.1490289000000000e-02,
244,4.8773964501729689e-06,3.6690767824698368e-07,7.8140415915584072e-08,1.1392941574680904e-06,8.5704694795139368e-08,2.0574363055392545e-06,1.6261622995228994e-07,nan,2.0445074491886711e-01,0.0000000000000000e+00,-4.8911617141809192e+00,-4.8911616360405032e+00,2.3358653927500342e-01,0.0000000000000000e+00,4.8773964501729689e-06,3.6690767824698368e-07,7.8140415915584072e-08,1.1392941574680904e-06,8.5704694795139368e-08,2.0574363055392545e-06,1.6261622995228994e-07,nan,2.0445074491886711e-01,0.0000000000000000e+00,-4.8911617141809192e+00,-4.8911616360405032e+00,2.3358653927500342e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.0540171578715089e-06,1.5810257366764883e-06,4.0352315518188409e-07,6.0528473276588723e-07,3.5904640187214154e-01,3,1,4.1667129000000004e-02,
245,4.5438743796434928e-06,3.9229303657235851e-07,3.3251796871525130e-08,1.0613879452687065e-06,9.1634377459049707e-08,1.9208342965637307e-06,1.6982911854780967e-07,nan,2.0445068361553706e-01,0.0000000000000000e+00,-4.8911621261874298e+00,-4.8911620929356330e+00,2.3358655116517149e-01,0.0000000000000000e+00,4.5438743796434928e-06,3.9229303657235851e-07,3.3251796871525130e-08,1.0613879452687065e-06,9.1634377459049707e-08,1.9208342965637307e-06,1.6982911854780967e-07,nan,2.0445068361553706e-01,0.0000000000000000e+00,-4.8911621261874298e+00,-4.8911620929356330e+00,2.3358655116517149e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.1405990250379800e-06,1.7108985375486886e-06,4.4102050807126592e-07,6.6153076211383777e-07,3.5904640187214154e-01,3,1,4.1825067000000000e-02,
246,4.2119582180218318e-06,4.0876385101901505e-07,1.2930677861788809e-08,9.8385685247861278e-07,9.5481743895238282e-08,1.7846971770841992e-06,1.7884843261883991e-07,nan,2.0445065380498545e-01,0.0000000000000000e+00,-4.8911625103442500e+00,-4.8911624974135721e+00,2.3358656509671796e-01,0.0000000000000000e+00,4.2119582180218318e-06,4.0876385101901505e-07,1.2930677861788809e-08,9.8385685247861278e-07,9.5481743895238282e-08,1.7846971770841992e-06,1.7884843261883991e-07,nan,2.0445065380498545e-01,0.0000000000000000e+00,-4.8911625103442500e+00,-4.8911624974135721e+00,2.3358656509671796e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.2121488882479531e-06,1.8182233324883953e-06,4.6674419597325656e-07,7.0011629395294595e-07,3.5904640187214154e-01,3,1,4.1964181000000003e-02,
247,3.9080816159106576e-06,4.1813540369596357e-07,8.3879206691506170e-08,9.1287542916463239e-07,9.7670820011504518e-08,1.6468749579658458e-06,1.8404982020902112e-07,nan,2.0445063977880285e-01,0.0000000000000000e+00,-4.8911627348851985e+00,-4.8911628187644052e+00,2.3358658259543921e-01,0.0000000000000000e+00,3.9080816159106576e-06,4.1813540369596357e-07,8.3879206691506170e-08,9.1287542916463239e-07,9.7670820011504518e-08,1.6468749579658458e-06,1.8404982020902112e-07,nan,2.0445063977880285e-01,0.0000000000000000e+00,-4.8911627348851985e+00,-4.8911628187644052e+00,2.3358658259543921e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.2636142524914141e-06,1.8954213787078868e-06,4.8273746751370528e-07,7.2410620127749681e-07,3.5904640187214154e-01,3,1,4.2124611999999999e-02,
248,3.5846542669219857e-06,4.2162547734707869e-07,1.5097384409301640e-07,8.3732721553239351e-07,9.8486063273177843e-08,1.5082913037671579e-06,1.8759179135726792e-07,nan,2.0445063296463487e-01,0.0000000000000000e+00,-4.8911629034178183e+00,-4.8911630543916624e+00,2.3358660366746509e-01,0.0000000000000000e+00,3.5846542669219857e-06,4.2162547734707869e-07,1.5097384409301640e-07,8.3732721553239351e-07,9.8486063273177843e-08,1.5082913037671579e-06,1.8759179135726792e-07,nan,2.0445063296463487e-01,0.0000000000000000e+00,-4.8911629034178183e+00,-4.8911630543916624e+00,2.3358660366746509e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.3012870060443204e-06,1.9519305090796079e-06,4.9115880811079204e-07,7.3673821215924917e-07,3.5904640187214154e-01,3,1,4.2233512000000001e-02,
249,3.2387288412082294e-06,4.2034921571193372e-07,1.5697986643914419e-07,7.5652374348647921e-07,9.8187955161866568e-08,1.3717156275733015e-06,1.8918002709906598e-07,nan,2.0445062503828887e-01,0.0000000000000000e+00,-4.8911630875295815e+00,-4.8911632445094479e+00,2.3358662629016297e-01,0.0000000000000000e+00,3.2387288412082294e-06,4.2034921571193372e-07,1.5697986643914419e-07,7.5652374348647921e-07,9.8187955161866568e-08,1.3717156275733015e-06,1.8918002709906598e-07,nan,2.0445062503828887e-01,0.0000000000000000e+00,-4.8911630875295815e+00,-4.8911632445094479e+00,2.3358662629016297e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.3251841757481250e-06,1.9877762636446940e-06,4.9306243544988693e-07,7.3959365316789150e-07,3.5904640187214154e-01,3,1,4.2407611999999997e-02,
250,1.5035430055630759e-06,2.8842514810993339e-08,1.5684127685489102e-07,3.5120866637150527e-07,6.7372473711024838e-09,4.7261764059228363e-07,1.2660455911894168e-08,nan,2.0445091005302965e-01,0.0000000000000000e+00,-4.8911570180031445e+00,-4.8911568611618677e+00,2.3358737666434615e-01,0.0000000000000000e+00,1.5035430055630759e-06,2.8842514810993339e-08,1.5684127685489102e-07,3.5120866637150527e-07,6.7372473711024838e-09,4.7261764059228363e-07,1.2660455911894168e-08,nan,2.0445091005302965e-01,0.0000000000000000e+00,-4.8911570180031445e+00,-4.8911568611618677e+00,2.3358737666434615e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.2580446393976828e-07,1.8870669593637711e-07,5.3573516622940076e-08,8.0360274989921265e-08,1.8453653011290402e-01,3,1,4.2537944000000001e-02,
