iter,res_pri,res_dual,gap,ax_s_btau_nrm_inf,px_aty_ctau_nrm_inf,ax_s_btau_nrm_2,px_aty_ctau_nrm_2,res_infeas,res_unbdd_a,res_unbdd_p,pobj,dobj,tau,kap,res_pri_normalized,res_dual_normalized,gap_normalized,ax_s_btau_nrm_inf_normalized,px_aty_ctau_nrm_inf_normalized,ax_s_btau_nrm_2_normalized,px_aty_ctau_nrm_2_normalized,res_infeas_normalized,res_unbdd_a_normalized,res_unbdd_p_normalized,pobj_normalized,dobj_normalized,tau_normalized,kap_normalized,scale,diff_u_ut_nrm_2,diff_v_v_prev_nrm_2,diff_u_ut_nrm_inf,diff_v_v_prev_nrm_inf,aa_norm,accepted_accel_steps,rejected_accel_steps,time,
193,9.8183893244566806e-04,6.0640217361348669e-05,9.4329382131164152e-05,2.2936267742662553e-04,1.4165869934579245e-05,3.0535225574291518e-04,2.1990935733228733e-05,nan,2.0447663742698477e-01,0.0000000000000000e+00,-4.8913871931193267e+00,-4.8914815225014578e+00,2.3360519719390710e-01,0.0000000000000000e+00,9.8183893244566806e-04,6.0640217361348669e-05,9.4329382131164152e-05,2.2936267742662553e-04,1.4165869934579245e-05,3.0535225574291518e-04,2.1990935733228733e-05,nan,2.0447663742698477e-01,0.0000000000000000e+00,-4.8913871931193267e+00,-4.8914815225014578e+00,2.3360519719390710e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.1789021872131988e-04,3.2683532808205277e-04,8.3022086506456816e-05,1.2453312975968522e-04,0.0000000000000000e+00,1,1,3.3619574999999999e-02,
194,9.7414688130087143e-04,4.6895026920230745e-05,8.1620858416897590e-05,2.2756987054145528e-04,1.0955119202377128e-05,3.0861944681047208e-04,1.7599607084944153e-05,nan,2.0448483822637772e-01,0.0000000000000000e+00,-4.8912190119274781e+00,-4.8913006327858950e+00,2.3360940214432496e-01,0.0000000000000000e+00,9.7414688130087143e-04,4.6895026920230745e-05,8.1620858416897590e-05,2.2756987054145528e-04,1.0955119202377128e-05,3.0861944681047208e-04,1.7599607084944153e-05,nan,2.0448483822637772e-01,0.0000000000000000e+00,-4.8912190119274781e+00,-4.8913006327858950e+00,2.3360940214432496e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.7983712248379930e-04,2.6975568372584070e-04,6.7173806473919129e-05,1.0076070971076767e-04,0.0000000000000000e+00,1,1,3.3731794000000002e-02,
195,9.5177119335553332e-04,3.3164833185869110e-05,6.8522518373193009e-05,2.2234577667337718e-04,7.7477240795209568e-06,3.0814096190727924e-04,1.3284133491827408e-05,nan,2.0449188886954620e-01,0.0000000000000000e+00,-4.8910643108708438e+00,-4.8911328333892170e+00,2.3361263529050738e-01,0.0000000000000000e+00,9.5177119335553332e-04,3.3164833185869110e-05,6.8522518373193009e-05,2.2234577667337718e-04,7.7477240795209568e-06,3.0814096190727924e-04,1.3284133491827408e-05,nan,2.0449188886954620e-01,0.0000000000000000e+00,-4.8910643108708438e+00,-4.8911328333892170e+00,2.3361263529050738e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.4189631054728870e-04,2.1284446582097311e-04,5.1133774894518425e-05,7.6700662341666614e-05,0.0000000000000000e+00,1,1,3.3849718000000001e-02,
196,9.1585991848327033e-04,1.9621888912135334e-05,5.5488785665858131e-05,2.1395854627540012e-04,4.5839661088897810e-06,3.0398190158629319e-04,9.2474033132119152e-06,nan,2.0449774689510566e-01,0.0000000000000000e+00,-4.8909243052862763e+00,-4.8909797940719422e+00,2.3361492511838580e-01,0.0000000000000000e+00,9.1585991848327033e-04,1.9621888912135334e-05,5.5488785665858131e-05,2.1395854627540012e-04,4.5839661088897810e-06,3.0398190158629319e-04,9.2474033132119152e-06,nan,2.0449774689510566e-01,0.0000000000000000e+00,-4.8909243052862763e+00,-4.8909797940719422e+00,2.3361492511838580e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.0543836419377887e-04,1.5815754629065377e-04,3.5138353919883514e-05,5.2707530879825271e-05,0.0000000000000000e+00,1,1,3.3963275000000001e-02,
197,8.6764698393060422e-04,1.1647707181109177e-05,4.2570741586089866e-05,2.0269648872081603e-04,2.7210943978200897e-06,2.9629953277582598e-04,6.0175180486632520e-06,nan,2.0450237212000247e-01,0.0000000000000000e+00,-4.8908003063554002e+00,-4.8908428770969863e+00,2.3361631225013055e-01,0.0000000000000000e+00,8.6764698393060422e-04,1.1647707181109177e-05,4.2570741586089866e-05,2.0269648872081603e-04,2.7210943978200897e-06,2.9629953277582598e-04,6.0175180486632520e-06,nan,2.0450237212000247e-01,0.0000000000000000e+00,-4.8908003063554002e+00,-4.8908428770969863e+00,2.3361631225013055e-01,0.0000000000000000e+00,1.0000000000000001e-01,7.3145524780086294e-05,1.0971828717005513e-04,2.0158824124205665e-05,3.0238236186308498e-05,0.0000000000000000e+00,1,1,3.4075808999999999e-02,
198,8.0853601473322419e-04,9.0998932890487836e-06,2.9998961391441981e-05,1.8888763474975145e-04,2.1258883816210669e-06,2.8533194430317824e-04,5.0604437871046505e-06,nan,2.0450576417542085e-01,0.0000000000000000e+00,-4.8906931377630105e+00,-4.8907231367244020e+00,2.3361684737330443e-01,0.0000000000000000e+00,8.0853601473322419e-04,9.0998932890487836e-06,2.9998961391441981e-05,1.8888763474975145e-04,2.1258883816210669e-06,2.8533194430317824e-04,5.0604437871046505e-06,nan,2.0450576417542085e-01,0.0000000000000000e+00,-4.8906931377630105e+00,-4.8907231367244020e+00,2.3361684737330443e-01,0.0000000000000000e+00,1.0000000000000001e-01,5.2042370126557367e-05,7.8063555189776749e-05,1.8808487007582197e-05,2.8212730511345541e-05,0.0000000000000000e+00,1,1,3.4189562999999999e-02,
199,7.3997025077679110e-04,1.7917952574215397e-05,1.7992571963887372e-05,1.7286932867213722e-04,4.1859310282166273e-06,2.7137596079063989e-04,6.9931663725160622e-06,nan,2.0450792765657899e-01,0.0000000000000000e+00,-4.8906032761834002e+00,-4.8906212687553641e+00,2.3361659268148408e-01,0.0000000000000000e+00,7.3997025077679110e-04,1.7917952574215397e-05,1.7992571963887372e-05,1.7286932867213722e-04,4.1859310282166273e-06,2.7137596079063989e-04,6.9931663725160622e-06,nan,2.0450792765657899e-01,0.0000000000000000e+00,-4.8906032761834002e+00,-4.8906212687553641e+00,2.3361659268148408e-01,0.0000000000000000e+00,1.0000000000000001e-01,5.3941083204416925e-05,8.0911624806656769e-05,1.7236041499946175e-05,2.5854062249919263e-05,0.0000000000000000e+00,1,1,3.4300277999999997e-02,
200,6.6349797647900690e-04,2.8894754765833117e-05,6.5527814898658221e-06,1.5500348818364706e-04,6.7502659204521365e-06,2.5479318519759344e-04,9.9957643685165796e-06,nan,2.0450889590742924e-01,0.0000000000000000e+00,-4.8905311691659392e+00,-4.8905377219474291e+00,2.3361561553843169e-01,0.0000000000000000e+00,6.6349797647900690e-04,2.8894754765833117e-05,6.5527814898658221e-06,1.5500348818364706e-04,6.7502659204521365e-06,2.5479318519759344e-04,9.9957643685165796e-06,nan,2.0450889590742924e-01,0.0000000000000000e+00,-4.8905311691659392e+00,-4.8905377219474291e+00,2.3361561553843169e-01,0.0000000000000000e+00,1.0000000000000001e-01,7.4404642209552723e-05,1.1160696331429850e-04,2.8362221306421631e-05,4.2543331959521424e-05,0.0000000000000000e+00,1,1,3.4420700999999998e-02,
201,5.8070608520379232e-04,3.8869262056454617e-05,3.9507232898472466e-06,1.3566106769408171e-04,9.0804035387526127e-06,2.3599695341992594e-04,1.3095529413738257e-05,nan,2.0450872309446247e-01,0.0000000000000000e+00,-4.8904765109256285e+00,-4.8904725602023387e+00,2.3361399363754382e-01,0.0000000000000000e+00,5.8070608520379232e-04,3.8869262056454617e-05,3.9507232898472466e-06,1.3566106769408171e-04,9.0804035387526127e-06,2.3599695341992594e-04,1.3095529413738257e-05,nan,2.0450872309446247e-01,0.0000000000000000e+00,-4.8904765109256285e+00,-4.8904725602023387e+00,2.3361399363754382e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.0041841888586894e-04,1.5062762832884579e-04,4.0275145753110309e-05,6.0412718629665463e-05,0.0000000000000000e+00,1,1,3.4548775999999996e-02,
202,4.9313958845019024e-04,4.7756960285043420e-05,1.3684902380184383e-05,1.1520322999242216e-04,1.1156589753313906e-05,2.1544943261490946e-04,1.6002532041718923e-05,nan,2.0450745962259814e-01,0.0000000000000000e+00,-4.8904393298028221e+00,-4.8904256449004420e+00,2.3361180625241634e-01,0.0000000000000000e+00,4.9313958845019024e-04,4.7756960285043420e-05,1.3684902380184383e-05,1.1520322999242216e-04,1.1156589753313906e-05,2.1544943261490946e-04,1.6002532041718923e-05,nan,2.0450745962259814e-01,0.0000000000000000e+00,-4.8904393298028221e+00,-4.8904256449004420e+00,2.3361180625241634e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.2644179825258272e-04,1.8966269737897545e-04,5.0976966830207360e-05,7.6465450245422062e-05,0.0000000000000000e+00,1,1,3.4658148000000000e-02,
203,4.1128015150798788e-04,5.5486639596898289e-05,2.2306304646946273e-05,9.6078801873278265e-05,1.2962186074133575e-05,1.9367839763073075e-04,1.8606661082493676e-05,nan,2.0450519856955826e-01,0.0000000000000000e+00,-4.8904188191279010e+00,-4.8903965128232540e+00,2.3360913849355122e-01,0.0000000000000000e+00,4.1128015150798788e-04,5.5486639596898289e-05,2.2306304646946273e-05,9.6078801873278265e-05,1.2962186074133575e-05,1.9367839763073075e-04,1.8606661082493676e-05,nan,2.0450519856955826e-01,0.0000000000000000e+00,-4.8904188191279010e+00,-4.8903965128232540e+00,2.3360913849355122e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.5054707627638531e-04,2.2582061441453116e-04,6.0367004079520115e-05,9.0550506119280172e-05,0.0000000000000000e+00,1,1,3.4873071000000005e-02,
204,3.7626244536933455e-04,6.1975717765530119e-05,2.9892264511666156e-05,8.7897193938783289e-05,1.4477904321769097e-05,1.7128829234386083e-04,2.0850414549821728e-05,nan,2.0450202053408817e-01,0.0000000000000000e+00,-4.8904143600930290e+00,-4.8903844678285173e+00,2.3360607740829539e-01,0.0000000000000000e+00,3.7626244536933455e-04,6.1975717765530119e-05,2.9892264511666156e-05,8.7897193938783289e-05,1.4477904321769097e-05,1.7128829234386083e-04,2.0850414549821728e-05,nan,2.0450202053408817e-01,0.0000000000000000e+00,-4.8904143600930290e+00,-4.8903844678285173e+00,2.3360607740829539e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.7190436111348017e-04,2.5785654167022538e-04,6.8375555260180576e-05,1.0256333289015984e-04,0.0000000000000000e+00,1,1,3.4994647999999996e-02,
205,3.3700495156879540e-04,6.7217073650396359e-05,3.6379177048573297e-05,7.8725269628842585e-05,1.5702090494978949e-05,1.4900084835439708e-04,2.2705685730144776e-05,nan,2.0449802512076656e-01,0.0000000000000000e+00,-4.8904250005221686e+00,-4.8903886213451200e+00,2.3360270898800664e-01,0.0000000000000000e+00,3.3700495156879540e-04,6.7217073650396359e-05,3.6379177048573297e-05,7.8725269628842585e-05,1.5702090494978949e-05,1.4900084835439708e-04,2.2705685730144776e-05,nan,2.0449802512076656e-01,0.0000000000000000e+00,-4.8904250005221686e+00,-4.8903886213451200e+00,2.3360270898800664e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.9007291625700108e-04,2.8510937438532723e-04,7.4947437736394562e-05,1.1242115660459184e-04,0.0000000000000000e+00,1,1,3.5181545999999994e-02,
206,2.9428759182189852e-04,7.1174259238935433e-05,4.1726599429026123e-05,6.8745322166502534e-05,1.6626244249889899e-05,1.2771394054946600e-04,2.4154366130391185e-05,nan,2.0449332369957232e-01,0.0000000000000000e+00,-4.8904496119962122e+00,-4.8904078853967832e+00,2.3359911894656735e-01,0.0000000000000000e+00,2.9428759182189852e-04,7.1174259238935433e-05,4.1726599429026123e-05,6.8745322166502534e-05,1.6626244249889899e-05,1.2771394054946600e-04,2.4154366130391185e-05,nan,2.0449332369957232e-01,0.0000000000000000e+00,-4.8904496119962122e+00,-4.8904078853967832e+00,2.3359911894656735e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.0481280095962904e-04,3.0721920143929793e-04,8.0059920394726092e-05,1.2008988059220016e-04,0.0000000000000000e+00,1,1,3.5293260000000000e-02,
207,2.4887034103281629e-04,7.3863207440928334e-05,4.5817614138243812e-05,5.8134965300319925e-05,1.7254105024039346e-05,1.0863492419535892e-04,2.5191330979965647e-05,nan,2.0448802982727662e-01,0.0000000000000000e+00,-4.8904867632099460e+00,-4.8904409455958078e+00,2.3359539372614188e-01,0.0000000000000000e+00,2.4887034103281629e-04,7.3863207440928334e-05,4.5817614138243812e-05,5.8134965300319925e-05,1.7254105024039346e-05,1.0863492419535892e-04,2.5191330979965647e-05,nan,2.0448802982727662e-01,0.0000000000000000e+00,-4.8904867632099460e+00,-4.8904409455958078e+00,2.3359539372614188e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.1600368980905348e-04,3.2400553471353982e-04,8.3887755192968427e-05,1.2583163278945264e-04,0.0000000000000000e+00,1,1,3.5474801000000000e-02,
208,2.0161729172688328e-04,7.5300326425800494e-05,4.8846542549441097e-05,4.7096108480314464e-05,1.7589524745509344e-05,9.3372807192058785e-05,2.5818316862986786e-05,nan,2.0448620794584860e-01,0.0000000000000000e+00,-4.8905352634891575e+00,-4.8904864169466080e+00,2.3359161348180513e-01,0.0000000000000000e+00,2.0161729172688328e-04,7.5300326425800494e-05,4.8846542549441097e-05,4.7096108480314464e-05,1.7589524745509344e-05,9.3372807192058785e-05,2.5818316862986786e-05,nan,2.0448620794584860e-01,0.0000000000000000e+00,-4.8905352634891575e+00,-4.8904864169466080e+00,2.3359161348180513e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.2361238576971271e-04,3.3541857865452510e-04,8.6694508063089870e-05,1.3004176209463481e-04,0.0000000000000000e+00,1,1,3.5587820999999999e-02,
209,1.5325994654767522e-04,7.5530601239156162e-05,5.0673755021435340e-05,3.5799662263997305e-05,1.7643031175906820e-05,8.3841386601795023e-05,2.6044657991693368e-05,nan,2.0450010291407336e-01,0.0000000000000000e+00,-4.8905934403644835e+00,-4.8905427666094621e+00,2.3358785560362277e-01,0.0000000000000000e+00,1.5325994654767522e-04,7.5530601239156162e-05,5.0673755021435340e-05,3.5799662263997305e-05,1.7643031175906820e-05,8.3841386601795023e-05,2.6044657991693368e-05,nan,2.0450010291407336e-01,0.0000000000000000e+00,-4.8905934403644835e+00,-4.8905427666094621e+00,2.3358785560362277e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.2767653545932107e-04,3.4151480318900571e-04,8.8052602583044148e-05,1.3207890387456622e-04,0.0000000000000000e+00,1,1,3.5761515000000001e-02,
210,2.0084662822594565e-04,7.4600851536652589e-05,5.1484504168364253e-05,4.6914597186087370e-05,1.7425579560359505e-05,8.1398217710677240e-05,2.5885154973079895e-05,nan,2.0451245172625637e-01,0.0000000000000000e+00,-4.8906598996085231e+00,-4.8906084151043547e+00,2.3358419108390527e-01,0.0000000000000000e+00,2.0084662822594565e-04,7.4600851536652589e-05,5.1484504168364253e-05,4.6914597186087370e-05,1.7425579560359505e-05,8.1398217710677240e-05,2.5885154973079895e-05,nan,2.0451245172625637e-01,0.0000000000000000e+00,-4.8906598996085231e+00,-4.8906084151043547e+00,2.3358419108390527e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.2829572439766994e-04,3.4244358659637521e-04,8.8008129163208437e-05,1.3201219374470163e-04,0.0000000000000000e+00,1,1,3.5894532999999999e-02,
211,2.6808195455136149e-04,7.2601722897728459e-05,5.1155606446862123e-05,6.2618767201622072e-05,1.6958360334912159e-05,8.5707099176002003e-05,2.5362234224488026e-05,nan,2.0452314964124524e-01,0.0000000000000000e+00,-4.8907328275998347e+00,-4.8906816719933879e+00,2.3358068731785905e-01,0.0000000000000000e+00,2.6808195455136149e-04,7.2601722897728459e-05,5.1155606446862123e-05,6.2618767201622072e-05,1.6958360334912159e-05,8.5707099176002003e-05,2.5362234224488026e-05,nan,2.0452314964124524e-01,0.0000000000000000e+00,-4.8907328275998347e+00,-4.8906816719933879e+00,2.3358068731785905e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.2562018781022587e-04,3.3843028171526377e-04,8.6642466773589888e-05,1.2996370016038483e-04,0.0000000000000000e+00,1,1,3.6255563000000005e-02,
212,3.2791981763206804e-04,6.9584634807675261e-05,4.9974923943985061e-05,7.6594659106504759e-05,1.6253398225918314e-05,9.4753463152029877e-05,2.4499046168260726e-05,nan,2.0453212095717524e-01,0.0000000000000000e+00,-4.8908108669497432e+00,-4.8907608920257992e+00,2.3357740212104336e-01,0.0000000000000000e+00,3.2791981763206804e-04,6.9584634807675261e-05,4.9974923943985061e-05,7.6594659106504759e-05,1.6253398225918314e-05,9.4753463152029877e-05,2.4499046168260726e-05,nan,2.0453212095717524e-01,0.0000000000000000e+00,-4.8908108669497432e+00,-4.8907608920257992e+00,2.3357740212104336e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.1985088719944670e-04,3.2977633079918746e-04,8.4024846151109500e-05,1.2603726922666425e-04,0.0000000000000000e+00,1,1,3.6455056999999999e-02,
213,3.7980118906623427e-04,6.5678252084400653e-05,4.7803613557384494e-05,8.8711830471238651e-05,1.5340757565512897e-05,1.0624335821268429e-04,2.3328370312885063e-05,nan,2.0453932839668132e-01,0.0000000000000000e+00,-4.8908921772195351e+00,-4.8908443736059777e+00,2.3357438845660913e-01,0.0000000000000000e+00,3.7980118906623427e-04,6.5678252084400653e-05,4.7803613557384494e-05,8.8711830471238651e-05,1.5340757565512897e-05,1.0624335821268429e-04,2.3328370312885063e-05,nan,2.0453932839668132e-01,0.0000000000000000e+00,-4.8908921772195351e+00,-4.8908443736059777e+00,2.3357438845660913e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.1122532030077998e-04,3.1683798045109460e-04,8.0268817409745452e-05,1.2040322611461818e-04,0.0000000000000000e+00,1,1,3.6620468000000003e-02,
214,4.2331770968568575e-04,6.0959332887284609e-05,4.4912779649131096e-05,9.8875032967321586e-05,1.4238374419467403e-05,1.1841212016452073e-04,2.1881940949907769e-05,nan,2.0454474559077551e-01,0.0000000000000000e+00,-4.8909753942601517e+00,-4.8909304814805026e+00,2.3357169025774163e-01,0.0000000000000000e+00,4.2331770968568575e-04,6.0959332887284609e-05,4.4912779649131096e-05,9.8875032967321586e-05,1.4238374419467403e-05,1.1841212016452073e-04,2.1881940949907769e-05,nan,2.0454474559077551e-01,0.0000000000000000e+00,-4.8909753942601517e+00,-4.8909304814805026e+00,2.3357169025774163e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.0002181208970794e-04,3.0003271813448703e-04,7.5481019464085364e-05,1.1322152919612805e-04,0.0000000000000000e+00,1,1,3.6736520000000002e-02,
215,4.5824079042930144e-04,5.5545477184405065e-05,4.1254199089735266e-05,1.0703100106723706e-04,1.2973720698750135e-05,1.3012402647152733e-04,2.0196895512300315e-05,nan,2.0454839527446278e-01,0.0000000000000000e+00,-4.8910588589463906e+00,-4.8910176047473009e+00,2.3356934455129019e-01,0.0000000000000000e+00,4.5824079042930144e-04,5.5545477184405065e-05,4.1254199089735266e-05,1.0703100106723706e-04,1.2973720698750135e-05,1.3012402647152733e-04,2.0196895512300315e-05,nan,2.0454839527446278e-01,0.0000000000000000e+00,-4.8910588589463906e+00,-4.8910176047473009e+00,2.3356934455129019e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.8654434065459819e-04,2.7981651098180055e-04,6.9778982809243217e-05,1.0466847421386483e-04,0.0000000000000000e+00,1,1,3.6945369999999998e-02,
216,4.8443951941860554e-04,4.9558684186198387e-05,3.7010722726549261e-05,1.1314926953689963e-04,1.1575292043902730e-05,1.4067032487411846e-04,1.8314247645348406e-05,nan,2.0455030736366570e-01,0.0000000000000000e+00,-4.8911412180900733e+00,-4.8911042073673467e+00,2.3356738044966771e-01,0.0000000000000000e+00,4.8443951941860554e-04,4.9558684186198387e-05,3.7010722726549261e-05,1.1314926953689963e-04,1.1575292043902730e-05,1.4067032487411846e-04,1.8314247645348406e-05,nan,2.0455030736366570e-01,0.0000000000000000e+00,-4.8911412180900733e+00,-4.8911042073673467e+00,2.3356738044966771e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.7113157862517090e-04,2.5669736793759094e-04,6.3300854433068210e-05,9.4951281649491293e-05,0.0000000000000000e+00,1,1,3.7066692000000005e-02,
217,5.0195093762572817e-04,4.3101616312351651e-05,3.2282891799795266e-05,1.1723858134632392e-04,1.0067064271451764e-05,1.4961255230332000e-04,1.6274935313902937e-05,nan,2.0455054489729918e-01,0.0000000000000000e+00,-4.8912211475161707e+00,-4.8911888646243709e+00,2.3356581800777715e-01,0.0000000000000000e+00,5.0195093762572817e-04,4.3101616312351651e-05,3.2282891799795266e-05,1.1723858134632392e-04,1.0067064271451764e-05,1.4961255230332000e-04,1.6274935313902937e-05,nan,2.0455054489729918e-01,0.0000000000000000e+00,-4.8912211475161707e+00,-4.8911888646243709e+00,2.3356581800777715e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.5414317554409996e-04,2.3121476331607526e-04,5.6173348443211424e-05,8.4260022664928158e-05,0.0000000000000000e+00,1,1,3.7230218000000002e-02,
218,5.1092453358018075e-04,3.6305531929071264e-05,2.7138583003960548e-05,1.1933392032018042e-04,8.4796896012151457e-06,1.5668748669077660e-04,1.4126508725853000e-05,nan,2.0454919162388843e-01,0.0000000000000000e+00,-4.8912973773724495e+00,-4.8912702387894456e+00,2.3356467046899607e-01,0.0000000000000000e+00,5.1092453358018075e-04,3.6305531929071264e-05,2.7138583003960548e-05,1.1933392032018042e-04,8.4796896012151457e-06,1.5668748669077660e-04,1.4126508725853000e-05,nan,2.0454919162388843e-01,0.0000000000000000e+00,-4.8912973773724495e+00,-4.8912702387894456e+00,2.3356467046899607e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.3596954280018707e-04,2.0395431420027862e-04,4.8537351252653238e-05,7.2806026879090879e-05,0.0000000000000000e+00,1,1,3.7576485000000000e-02,
219,5.1164438707325562e-04,2.9279228406731827e-05,2.1719101865436130e-05,1.1950168052954346e-04,6.8385720387309501e-06,1.6175092531530412e-04,1.1919805022969959e-05,nan,2.0454635030612753e-01,0.0000000000000000e+00,-4.8913688408015616e+00,-4.8913471216996962e+00,2.3356394313856432e-01,0.0000000000000000e+00,5.1164438707325562e-04,2.9279228406731827e-05,2.1719101865436130e-05,1.1950168052954346e-04,6.8385720387309501e-06,1.6175092531530412e-04,1.1919805022969959e-05,nan,2.0454635030612753e-01,0.0000000000000000e+00,-4.8913688408015616e+00,-4.8913471216996962e+00,2.3356394313856432e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.1704056521166253e-04,1.7556084781746552e-04,4.0529540394906860e-05,6.0794310592360290e-05,0.0000000000000000e+00,1,1,3.7801288000000002e-02,
220,5.0447254936582969e-04,2.2146424041643203e-05,1.6127126880149945e-05,1.1782644169452960e-04,5.1725992709916735e-06,1.6473971644916452e-04,9.7175666286834815e-06,nan,2.0454213535404356e-01,0.0000000000000000e+00,-4.8914345732119440e+00,-4.8914184460850638e+00,2.3356363362614821e-01,0.0000000000000000e+00,5.0447254936582969e-04,2.2146424041643203e-05,1.6127126880149945e-05,1.1782644169452960e-04,5.1725992709916735e-06,1.6473971644916452e-04,9.7175666286834815e-06,nan,2.0454213535404356e-01,0.0000000000000000e+00,-4.8914345732119440e+00,-4.8914184460850638e+00,2.3356363362614821e-01,0.0000000000000000e+00,1.0000000000000001e-01,9.7854238886484001e-05,1.4678135832981489e-04,3.2289775528493436e-05,4.8434663292740154e-05,0.0000000000000000e+00,1,1,3.7986630000000000e-02,
221,4.8993395338998568e-04,1.5953120369716095e-05,1.0470604603796119e-05,1.1443080286394069e-04,3.7260703396047035e-06,1.6565982065086928e-04,7.6056390270595065e-06,nan,2.0453668805399103e-01,0.0000000000000000e+00,-4.8914937631594642e+00,-4.8914832925548604e+00,2.3356373256469160e-01,0.0000000000000000e+00,4.8993395338998568e-04,1.5953120369716095e-05,1.0470604603796119e-05,1.1443080286394069e-04,3.7260703396047035e-06,1.6565982065086928e-04,7.6056390270595065e-06,nan,2.0453668805399103e-01,0.0000000000000000e+00,-4.8914937631594642e+00,-4.8914832925548604e+00,2.3356373256469160e-01,0.0000000000000000e+00,1.0000000000000001e-01,7.9038800992066319e-05,1.1855820148826233e-04,2.3943574163576287e-05,3.5915361245253408e-05,0.0000000000000000e+00,1,1,3.8185398000000002e-02,
222,4.6854860355758721e-04,1.3934409172527226e-05,4.7879948663620553e-06,1.0943619175296515e-04,3.2545794877852918e-06,1.6456460635750223e-04,5.7340340826717618e-06,nan,2.0453014657323454e-01,0.0000000000000000e+00,-4.8915456492147360e+00,-4.8915408612198696e+00,2.3356422561510171e-01,0.0000000000000000e+00,4.6854860355758721e-04,1.3934409172527226e-05,4.7879948663620553e-06,1.0943619175296515e-04,3.2545794877852918e-06,1.6456460635750223e-04,5.7340340826717618e-06,nan,2.0453014657323454e-01,0.0000000000000000e+00,-4.8915456492147360e+00,-4.8915408612198696e+00,2.3356422561510171e-01,0.0000000000000000e+00,1.0000000000000001e-01,6.1557552390971838e-05,9.2336328586506560e-05,1.7724926540285679e-05,2.6587389810206474e-05,0.0000000000000000e+00,1,1,3.8362963999999999e-02,
223,4.4099665489612705e-04,1.1802190953278971e-05,7.6548242144980350e-07,1.0300142423394498e-04,2.7565798147721754e-06,1.6155636567745485e-04,4.3984512927983229e-06,nan,2.0452266982961342e-01,0.0000000000000000e+00,-4.8915897562277930e+00,-4.8915905217102145e+00,2.3356509191255900e-01,0.0000000000000000e+00,4.4099665489612705e-04,1.1802190953278971e-05,7.6548242144980350e-07,1.0300142423394498e-04,2.7565798147721754e-06,1.6155636567745485e-04,4.3984512927983229e-06,nan,2.0452266982961342e-01,0.0000000000000000e+00,-4.8915897562277930e+00,-4.8915905217102145e+00,2.3356509191255900e-01,0.0000000000000000e+00,1.0000000000000001e-01,4.7110468290856723e-05,7.0665702436212483e-05,1.5283005719624043e-05,2.2924508579436065e-05,0.0000000000000000e+00,1,1,3.8504057000000001e-02,
224,4.0797546608682043e-04,9.6150461816534639e-06,6.0417541458690494e-06,9.5289321361324841e-05,2.2457507905943030e-06,1.5677288393535802e-04,4.0619205864574824e-06,nan,2.0451441194139977e-01,0.0000000000000000e+00,-4.8916258075383814e+00,-4.8916318492925273e+00,2.3356630308021148e-01,0.0000000000000000e+00,4.0797546608682043e-04,9.6150461816534639e-06,6.0417541458690494e-06,9.5289321361324841e-05,2.2457507905943030e-06,1.5677288393535802e-04,4.0619205864574824e-06,nan,2.0451441194139977e-01,0.0000000000000000e+00,-4.8916258075383814e+00,-4.8916318492925273e+00,2.3356630308021148e-01,0.0000000000000000e+00,1.0000000000000001e-01,3.8835838352948542e-05,5.8253757529432635e-05,1.2744890890648009e-05,1.9117336335749968e-05,0.0000000000000000e+00,1,1,3.8715307000000004e-02,
